1|NI|800176807|2026-07-01|2026-09-30|19
2|1|5200100669|8|2|41013|346345|56785|2026-08-29|457345|3|100|3000|65656|300000|900|68013|CM|02|1P100129|1000|100|36345|1|900
2|2|5200100669|8|2|11001|346345zz99aa|5678555|2026-08-29|989899855|2|125|1500|6565655|187500|900|68013|CM|02|1A101267|1000|100|32063|1|125
2|3|5200100669|8|2|11001|346345zz99aa|5678556|2026-08-31|6598889|3|80|1250|0|100000|900|68013|CM|02|2I100173|1000|101|19906266|1|80
2|4|5200100669|8|2|52001|665asdf65w5ert6545dsfa|252526|2026-08-31|9898989|3|25|15000|0|375000|900|68013|VN|04|1A100135|1000|100|11492|1|25
2|5|5200100669|8|2|52001|665asdf65w5ert6545dsfa|252526|2026-08-31|656565|33|120|1250|0|150000|900|68013|VN|04|1A100136|1010|100|13358|2|120
2|6|5200100669|8|2|52001|665asdf65w5ert6545dsfa|252526|2026-08-31|3332|3|120|1250|0|150000|900|68013|VN|04|10222222|2000|200|900000000|9|120
2|7|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|98989|3|135|13500|0|1822500|900|52001|CM|04|10222222|2000|200|A30000000|2|135
2|8|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|356989|3|456|125|0|57000|900|52001|CM|04|10222222|2000|200|300000000|2|7146
2|9|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|356989|3|125|1650|0|206250|900|52001|CM|04|10222222|2000|200|900000000|9|126
2|10|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|356989|3|200|2501||500200|900|52001|CM|04|10222222|2000|200|900000000|9|143
2|11|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|356989|3|125|1250|0|156250|900|52001|CM|04|10222222|2000|200|900000000|9|125
2|12|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|02555|3|128|1650|0|211200|900|52001|CM|04|10222222|2000|200|900000000|9|128
2|13|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|02555|3|128|1650|0|211200|900|52001|CM|04|10222222|2000|200|900000000|9|128
2|14|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|02555|3|128|1650|0|211200|900|52001|CM|04|10222222|2000|200|900000000|9|128
2|15|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|02555|3|125|1236|0|154500|900|52001|CM|04|10222222|2000|200|990000000|99|125
2|16|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|365999|3|5|125601|0|628005|900|52001|CM|04|10222222|2000|200|990000000|99|5
2|17|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|365999|3|160|1325|0|212000|900|52001|CM|04|10222222|2000|200|999000000|9|125
2|18|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|365999|3|150|1544|0|231600|900|52001|CM|04|10222222|2000|200|999000000|99|125
2|19|5200100669|8|2|76001|665asdf65w5ert6545dsfa|252526|2026-08-31|98989|3|125|2666|0|333250|900|52001|CM|04|10222222|2000|200|999000000|99|125
